exclusion_id,exclusion_reason,review_bucket,original_reason,proposal_selectable_id,model_key,section_family,rpo,source_sheet,source_row,raw_value,recommended_action,notes
excl_79bc80b3a5a6,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_4bfa2d80,zr1,,,Interior 4,19,"Door locks, power programmable with lockout protection",review_non_standard_row_without_rpo,
excl_79bc80b3a5a6,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_4bfa2d80,zr1,,,Interior 4,19,"Door locks, power programmable with lockout protection",review_non_standard_row_without_rpo,
excl_79bc80b3a5a6,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_4bfa2d80,zr1,,,Interior 4,19,"Door locks, power programmable with lockout protection",review_non_standard_row_without_rpo,
excl_182bc8d3d773,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_6cc1585d,zr1,,,Interior 4,6,Air filtration system with pollen filter,review_non_standard_row_without_rpo,
excl_182bc8d3d773,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_6cc1585d,zr1,,,Interior 4,6,Air filtration system with pollen filter,review_non_standard_row_without_rpo,
excl_182bc8d3d773,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_6cc1585d,zr1,,,Interior 4,6,Air filtration system with pollen filter,review_non_standard_row_without_rpo,
excl_182bc8d3d773,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_6cc1585d,zr1,,,Interior 4,6,Air filtration system with pollen filter,review_non_standard_row_without_rpo,
excl_aabd295466cc,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_7210b5e2,zr1,,,Interior 4,17,"Cruise control, electronic with set and resume speed",review_non_standard_row_without_rpo,
excl_aabd295466cc,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_7210b5e2,zr1,,,Interior 4,17,"Cruise control, electronic with set and resume speed",review_non_standard_row_without_rpo,
excl_aabd295466cc,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_7210b5e2,zr1,,,Interior 4,17,"Cruise control, electronic with set and resume speed",review_non_standard_row_without_rpo,
excl_aabd295466cc,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_7210b5e2,zr1,,,Interior 4,17,"Cruise control, electronic with set and resume speed",review_non_standard_row_without_rpo,
excl_74e717acb1ac,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_7a5ed39f,zr1,,,Interior 4,16,"Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage",review_non_standard_row_without_rpo,
excl_74e717acb1ac,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_7a5ed39f,zr1,,,Interior 4,16,"Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage",review_non_standard_row_without_rpo,
excl_74e717acb1ac,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_7a5ed39f,zr1,,,Interior 4,16,"Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage",review_non_standard_row_without_rpo,
excl_74e717acb1ac,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_7a5ed39f,zr1,,,Interior 4,16,"Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage",review_non_standard_row_without_rpo,
excl_e8135dfaa2ec,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_abb2ac9b,zr1,,,Interior 4,100,"Visors, driver and passenger illuminated vanity mirrors, covered",review_non_standard_row_without_rpo,
excl_e8135dfaa2ec,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_abb2ac9b,zr1,,,Interior 4,100,"Visors, driver and passenger illuminated vanity mirrors, covered",review_non_standard_row_without_rpo,
excl_e8135dfaa2ec,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_abb2ac9b,zr1,,,Interior 4,100,"Visors, driver and passenger illuminated vanity mirrors, covered",review_non_standard_row_without_rpo,
excl_e8135dfaa2ec,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_abb2ac9b,zr1,,,Interior 4,100,"Visors, driver and passenger illuminated vanity mirrors, covered",review_non_standard_row_without_rpo,
excl_83fae75fe7f8,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_b15202ae,zr1,,,Interior 4,20,"Floor mats, carpeted",review_non_standard_row_without_rpo,
excl_83fae75fe7f8,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_b15202ae,zr1,,,Interior 4,20,"Floor mats, carpeted",review_non_standard_row_without_rpo,
excl_83fae75fe7f8,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_b15202ae,zr1,,,Interior 4,20,"Floor mats, carpeted",review_non_standard_row_without_rpo,
excl_83fae75fe7f8,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_b15202ae,zr1,,,Interior 4,20,"Floor mats, carpeted",review_non_standard_row_without_rpo,
excl_8b02971a6726,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_bc2e6b81,zr1,,,Interior 4,58,Remote vehicle starter system,review_non_standard_row_without_rpo,
excl_8b02971a6726,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_bc2e6b81,zr1,,,Interior 4,58,Remote vehicle starter system,review_non_standard_row_without_rpo,
excl_8b02971a6726,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_bc2e6b81,zr1,,,Interior 4,58,Remote vehicle starter system,review_non_standard_row_without_rpo,
excl_8b02971a6726,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_bc2e6b81,zr1,,,Interior 4,58,Remote vehicle starter system,review_non_standard_row_without_rpo,
excl_a7509e87abbd,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_c87393cc,zr1,,,Interior 4,50,"OnStar Basics (OnStar Fleet Basics for Fleet) Drive with confidence and convenience using core OnStar services, featuring built-in voice assistance, real-time navigation, and access to audio streaming apps. With your vehicle mobile app, you can seamlessly manage your vehicle by sending commands and enjoy peace of mind knowing Automatic Crash Response can connect you to help if you’re in need. 
1. Requires (UE1) OnStar. OnStar Basics is standard for 8 years; working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations. Removed with a ship-to of Guam, Puerto Rico or the Virgin Islands.",review_non_standard_row_without_rpo,
excl_a7509e87abbd,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_c87393cc,zr1,,,Interior 4,50,"OnStar Basics (OnStar Fleet Basics for Fleet) Drive with confidence and convenience using core OnStar services, featuring built-in voice assistance, real-time navigation, and access to audio streaming apps. With your vehicle mobile app, you can seamlessly manage your vehicle by sending commands and enjoy peace of mind knowing Automatic Crash Response can connect you to help if you’re in need. 
1. Requires (UE1) OnStar. OnStar Basics is standard for 8 years; working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations. Removed with a ship-to of Guam, Puerto Rico or the Virgin Islands.",review_non_standard_row_without_rpo,
excl_a7509e87abbd,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_c87393cc,zr1,,,Interior 4,50,"OnStar Basics (OnStar Fleet Basics for Fleet) Drive with confidence and convenience using core OnStar services, featuring built-in voice assistance, real-time navigation, and access to audio streaming apps. With your vehicle mobile app, you can seamlessly manage your vehicle by sending commands and enjoy peace of mind knowing Automatic Crash Response can connect you to help if you’re in need. 
1. Requires (UE1) OnStar. OnStar Basics is standard for 8 years; working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations. Removed with a ship-to of Guam, Puerto Rico or the Virgin Islands.",review_non_standard_row_without_rpo,
excl_a7509e87abbd,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_c87393cc,zr1,,,Interior 4,50,"OnStar Basics (OnStar Fleet Basics for Fleet) Drive with confidence and convenience using core OnStar services, featuring built-in voice assistance, real-time navigation, and access to audio streaming apps. With your vehicle mobile app, you can seamlessly manage your vehicle by sending commands and enjoy peace of mind knowing Automatic Crash Response can connect you to help if you’re in need. 
1. Requires (UE1) OnStar. OnStar Basics is standard for 8 years; working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations. Removed with a ship-to of Guam, Puerto Rico or the Virgin Islands.",review_non_standard_row_without_rpo,
excl_500b70545170,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_cf33f3bd,zr1,,,Interior 4,83,"Steering wheel controls, audio, voice recognition, cruise and Driver Information Center",review_non_standard_row_without_rpo,
excl_500b70545170,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_cf33f3bd,zr1,,,Interior 4,83,"Steering wheel controls, audio, voice recognition, cruise and Driver Information Center",review_non_standard_row_without_rpo,
excl_500b70545170,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_cf33f3bd,zr1,,,Interior 4,83,"Steering wheel controls, audio, voice recognition, cruise and Driver Information Center",review_non_standard_row_without_rpo,
excl_500b70545170,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_cf33f3bd,zr1,,,Interior 4,83,"Steering wheel controls, audio, voice recognition, cruise and Driver Information Center",review_non_standard_row_without_rpo,
excl_e1b72ab27927,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_d224c999,zr1,,,Interior 4,93,"Theft-deterrent system, vehicle, push button start, immobilizer and audible visual alarm",review_non_standard_row_without_rpo,
excl_e1b72ab27927,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_d224c999,zr1,,,Interior 4,93,"Theft-deterrent system, vehicle, push button start, immobilizer and audible visual alarm",review_non_standard_row_without_rpo,
excl_e1b72ab27927,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_d224c999,zr1,,,Interior 4,93,"Theft-deterrent system, vehicle, push button start, immobilizer and audible visual alarm",review_non_standard_row_without_rpo,
excl_e1b72ab27927,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_d224c999,zr1,,,Interior 4,93,"Theft-deterrent system, vehicle, push button start, immobilizer and audible visual alarm",review_non_standard_row_without_rpo,
excl_c291367d34ca,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_eb01ebfd,zr1,,,Interior 4,101,"Windows, power with driver and passenger Express-Down/Up",review_non_standard_row_without_rpo,
excl_c291367d34ca,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_eb01ebfd,zr1,,,Interior 4,101,"Windows, power with driver and passenger Express-Down/Up",review_non_standard_row_without_rpo,
excl_c291367d34ca,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_eb01ebfd,zr1,,,Interior 4,101,"Windows, power with driver and passenger Express-Down/Up",review_non_standard_row_without_rpo,
excl_c291367d34ca,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_eb01ebfd,zr1,,,Interior 4,101,"Windows, power with driver and passenger Express-Down/Up",review_non_standard_row_without_rpo,
excl_fa6a1e001cdf,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_ecdc6163,zr1,,,Interior 4,97,"Trunk release, push button open",review_non_standard_row_without_rpo,
excl_fa6a1e001cdf,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_zr1_interior_norpo_ecdc6163,zr1,,,Interior 4,97,"Trunk release, push button open",review_non_standard_row_without_rpo,
